track_id,label,frame,outside,occluded,xtl,ytl,xbr,ybr,jersey_number
0,player,0,0,0,827.4,490.3,892.7,615.8,30
0,player,1,0,0,825.72,490.6,891.02,616.1,30
0,player,2,0,0,824.05,490.89,889.35,616.39,30
0,player,3,0,0,822.37,491.19,887.67,616.69,30
0,player,4,0,0,813.23,491.48,878.53,616.98,30
0,player,5,0,0,804.1,491.78,869.4,617.28,30
0,player,6,0,0,794.96,492.08,860.26,617.58,30
0,player,7,0,0,785.82,492.37,851.12,617.87,30
0,player,8,0,0,776.69,492.67,841.99,618.17,30
0,player,9,0,0,767.55,492.96,832.85,618.46,30
0,player,10,0,0,758.41,493.26,823.71,618.76,30
0,player,11,0,0,749.28,493.55,814.58,619.05,30
0,player,12,0,0,737.02,494.13,802.32,619.63,30
0,player,13,0,0,724.77,494.7,790.07,620.2,30
0,player,14,0,0,712.51,495.28,777.81,620.78,30
0,player,15,0,0,700.26,495.85,765.56,621.35,30
0,player,16,0,0,688.0,496.43,753.3,621.93,30
0,player,17,0,0,675.75,497.0,741.05,622.5,30
0,player,18,0,0,663.49,497.58,728.79,623.08,30
0,player,19,0,0,651.24,498.15,716.54,623.65,30
0,player,20,0,0,638.99,498.72,704.29,624.22,30
0,player,21,0,0,626.73,499.3,692.03,624.8,30
0,player,22,0,0,614.48,499.87,679.78,625.37,30
0,player,23,0,0,602.22,500.45,667.52,625.95,30
0,player,24,0,0,589.97,501.02,655.27,626.52,30
0,player,25,0,0,577.71,501.6,643.01,627.1,30
0,player,26,0,0,565.46,502.17,630.76,627.67,30
0,player,27,0,0,553.2,502.75,618.5,628.25,30
0,player,28,0,0,540.95,503.32,606.25,628.82,30
0,player,29,0,0,540.59,503.32,605.89,628.82,30
0,player,30,0,0,540.23,503.32,605.53,628.82,30
0,player,31,0,0,539.87,503.32,605.17,628.82,30
0,player,32,0,0,539.51,503.32,604.81,628.82,30
0,player,33,0,0,539.15,503.32,604.45,628.82,30
0,player,34,0,0,538.79,503.32,604.09,628.82,30
0,player,35,0,0,538.43,503.32,603.73,628.82,30
0,player,36,0,0,538.07,503.32,603.37,628.82,30
0,player,37,0,0,537.71,503.32,603.01,628.82,30
0,player,38,0,0,537.35,503.32,602.65,628.82,30
0,player,39,0,0,536.99,503.32,602.29,628.82,30
0,player,40,0,0,536.63,503.32,601.93,628.82,30
0,player,41,0,0,536.27,503.32,601.57,628.82,30
0,player,42,0,0,535.91,503.32,601.21,628.82,30
0,player,43,0,0,535.55,503.32,600.85,628.82,30
0,player,44,0,0,535.19,503.32,600.49,628.82,30
0,player,45,0,0,534.83,503.32,600.13,628.82,30
0,player,46,0,0,534.46,503.32,599.76,628.82,30
0,player,47,0,0,534.1,503.32,599.4,628.82,30
0,player,48,0,0,533.74,503.32,599.04,628.82,30
0,player,49,0,0,533.38,503.32,598.68,628.82,30
0,player,50,0,0,533.02,503.32,598.32,628.82,30
0,player,51,0,0,532.66,503.32,597.96,628.82,30
0,player,52,0,0,532.3,503.32,597.6,628.82,30
0,player,53,0,0,531.94,503.32,597.24,628.82,30
0,player,54,0,0,531.58,503.32,596.88,628.82,30
0,player,55,0,0,531.22,503.32,596.52,628.82,30
0,player,56,0,0,530.86,503.32,596.16,628.82,30
0,player,57,0,0,530.5,503.32,595.8,628.82,30
0,player,58,0,0,530.14,503.32,595.44,628.82,30
0,player,59,0,0,529.78,503.32,595.08,628.82,30
0,player,60,0,0,529.42,503.32,594.72,628.82,30
0,player,61,0,0,529.06,503.32,594.36,628.82,30
0,player,62,0,0,528.7,503.32,594.0,628.82,30
0,player,63,0,0,528.34,503.32,593.64,628.82,30
0,player,64,0,0,527.98,503.32,593.28,628.82,30
0,player,65,0,0,527.62,503.32,592.92,628.82,30
0,player,66,0,0,527.26,503.32,592.56,628.82,30
0,player,67,0,0,526.9,503.32,592.2,628.82,30
0,player,68,0,0,526.54,503.32,591.84,628.82,30
0,player,69,0,0,526.18,503.32,591.48,628.82,30
0,player,70,0,0,525.82,503.32,591.12,628.82,30
0,player,71,0,0,525.46,503.32,590.76,628.82,30
0,player,72,0,0,525.1,503.32,590.4,628.82,30
0,player,73,0,0,524.74,503.32,590.04,628.82,30
0,player,74,0,0,524.38,503.32,589.68,628.82,30
0,player,75,0,0,524.02,503.32,589.32,628.82,30
0,player,76,0,0,523.66,503.32,588.96,628.82,30
0,player,77,0,0,523.3,503.32,588.6,628.82,30
0,player,78,0,0,522.94,503.32,588.24,628.82,30
0,player,79,0,0,522.58,503.32,587.88,628.82,30
0,player,80,0,0,522.22,503.32,587.52,628.82,30
0,player,81,0,0,521.86,503.32,587.16,628.82,30
0,player,82,0,0,521.5,503.32,586.8,628.82,30
0,player,83,0,0,521.14,503.32,586.44,628.82,30
0,player,84,0,0,520.78,503.32,586.08,628.82,30
0,player,85,0,0,520.42,503.32,585.72,628.82,30
0,player,86,0,0,520.06,503.32,585.36,628.82,30
0,player,87,0,0,519.7,503.32,585.0,628.82,30
0,player,88,0,0,519.33,503.32,584.63,628.82,30
0,player,89,0,0,518.97,503.32,584.27,628.82,30
0,player,90,0,0,518.61,503.32,583.91,628.82,30
0,player,91,0,0,518.25,503.32,583.55,628.82,30
0,player,92,0,0,517.89,503.32,583.19,628.82,30
0,player,93,0,0,517.53,503.32,582.83,628.82,30
0,player,94,0,0,517.17,503.32,582.47,628.82,30
0,player,95,0,0,516.81,503.32,582.11,628.82,30
0,player,96,0,0,516.45,503.32,581.75,628.82,30
0,player,97,0,0,516.09,503.32,581.39,628.82,30
0,player,98,0,0,515.73,503.32,581.03,628.82,30
0,player,99,0,0,515.37,503.32,580.67,628.82,30
0,player,100,0,0,515.01,503.32,580.31,628.82,30
0,player,101,0,0,514.65,503.32,579.95,628.82,30
0,player,102,0,0,514.29,503.32,579.59,628.82,30
0,player,103,0,0,513.93,503.32,579.23,628.82,30
0,player,104,0,0,513.57,503.32,578.87,628.82,30
0,player,105,0,0,513.21,503.32,578.51,628.82,30
0,player,106,0,0,512.85,503.32,578.15,628.82,30
0,player,107,0,0,512.49,503.32,577.79,628.82,30
0,player,108,0,0,512.13,503.32,577.43,628.82,30
0,player,109,0,0,511.77,503.32,577.07,628.82,30
0,player,110,0,0,511.41,503.32,576.71,628.82,30
0,player,111,0,0,511.05,503.32,576.35,628.82,30
0,player,112,0,0,510.69,503.32,575.99,628.82,30
0,player,113,0,0,510.33,503.32,575.63,628.82,30
0,player,114,0,0,509.97,503.32,575.27,628.82,30
0,player,115,0,0,509.61,503.32,574.91,628.82,30
0,player,116,0,0,509.25,503.32,574.55,628.82,30
0,player,117,0,0,508.89,503.32,574.19,628.82,30
0,player,118,0,0,508.53,503.32,573.83,628.82,30
0,player,119,0,0,508.17,503.32,573.47,628.82,30
0,player,120,0,0,507.81,503.32,573.11,628.82,30
0,player,121,0,0,507.45,503.32,572.75,628.82,30
0,player,122,0,0,507.09,503.32,572.39,628.82,30
0,player,123,0,0,506.73,503.32,572.03,628.82,30
0,player,124,0,0,506.37,503.32,571.67,628.82,30
0,player,125,0,0,506.01,503.32,571.31,628.82,30
0,player,126,0,0,505.65,503.32,570.95,628.82,30
0,player,127,0,0,505.29,503.32,570.59,628.82,30
0,player,128,0,0,504.93,503.32,570.23,628.82,30
0,player,129,0,0,504.57,503.32,569.87,628.82,30
0,player,130,0,0,504.2,503.32,569.5,628.82,30
0,player,131,0,0,503.84,503.32,569.14,628.82,30
0,player,132,0,0,503.48,503.32,568.78,628.82,30
0,player,133,0,0,504.93,503.4,570.23,628.9,30
0,player,134,0,0,506.38,503.47,571.68,628.97,30
0,player,135,0,0,507.83,503.55,573.13,629.05,30
0,player,136,0,0,509.28,503.63,574.58,629.13,30
0,player,137,0,0,510.73,503.7,576.03,629.2,30
0,player,138,0,0,512.18,503.78,577.48,629.28,30
0,player,139,0,0,513.63,503.85,578.93,629.35,30
0,player,140,0,0,515.08,503.93,580.38,629.43,30
0,player,141,0,0,516.52,504.01,581.82,629.51,30
0,player,142,0,0,517.97,504.08,583.27,629.58,30
0,player,143,0,0,519.42,504.16,584.72,629.66,30
0,player,144,0,0,520.87,504.24,586.17,629.74,30
0,player,145,0,0,522.32,504.31,587.62,629.81,30
0,player,146,0,0,523.77,504.39,589.07,629.89,30
0,player,147,0,0,525.22,504.46,590.52,629.96,30
0,player,148,0,0,526.67,504.54,591.97,630.04,30
0,player,149,0,0,528.12,504.62,593.42,630.12,30
0,player,150,0,0,529.56,504.69,594.86,630.19,30
0,player,151,0,0,531.01,504.77,596.31,630.27,30
0,player,152,0,0,532.46,504.85,597.76,630.35,30
0,player,153,0,0,533.91,504.92,599.21,630.42,30
0,player,154,0,0,535.36,505.0,600.66,630.5,30
0,player,155,0,0,536.81,505.07,602.11,630.57,30
0,player,156,0,0,538.26,505.15,603.56,630.65,30
0,player,157,0,0,539.71,505.23,605.01,630.73,30
0,player,158,0,0,541.16,505.3,606.46,630.8,30
0,player,159,0,0,542.6,505.38,607.9,630.88,30
0,player,160,0,0,544.05,505.46,609.35,630.96,30
0,player,161,0,0,545.5,505.53,610.8,631.03,30
0,player,162,0,0,546.95,505.61,612.25,631.11,30
0,player,163,0,0,548.4,505.68,613.7,631.18,30
0,player,164,0,0,549.85,505.76,615.15,631.26,30
0,player,165,0,0,551.3,505.84,616.6,631.34,30
0,player,166,0,0,552.75,505.91,618.05,631.41,30
0,player,167,0,0,554.2,505.99,619.5,631.49,30
0,player,168,0,0,555.64,506.07,620.94,631.57,30
0,player,169,0,0,557.09,506.14,622.39,631.64,30
0,player,170,0,0,558.54,506.22,623.84,631.72,30
0,player,171,0,0,565.14,506.22,630.44,631.72,30
0,player,172,0,0,571.74,506.22,637.04,631.72,30
0,player,173,0,0,578.34,506.22,643.64,631.72,30
0,player,174,0,0,584.94,506.22,650.24,631.72,30
0,player,175,0,0,591.54,506.22,656.84,631.72,30
0,player,176,0,0,598.14,506.22,663.44,631.72,30
0,player,177,0,0,604.74,506.22,670.04,631.72,30
0,player,178,0,0,611.34,506.22,676.64,631.72,30
0,player,179,0,0,617.94,506.22,683.24,631.72,30
0,player,180,0,0,624.54,506.22,689.84,631.72,30
0,player,181,0,0,631.99,506.55,697.29,632.05,30
0,player,182,0,0,639.43,506.88,704.73,632.38,30
0,player,183,0,0,646.88,507.22,712.18,632.72,30
0,player,184,0,0,654.32,507.55,719.62,633.05,30
0,player,185,0,0,661.76,507.88,727.06,633.38,30
0,player,186,0,0,669.21,508.22,734.51,633.72,30
0,player,187,0,0,676.65,508.55,741.95,634.05,30
0,player,188,0,0,684.1,508.88,749.4,634.38,30
0,player,189,0,0,691.54,509.22,756.84,634.72,30
0,player,190,0,0,698.99,509.55,764.29,635.05,30
0,player,191,0,0,706.43,509.88,771.73,635.38,30
0,player,192,0,0,713.87,510.22,779.17,635.72,30
0,player,193,0,0,721.32,510.55,786.62,636.05,30
0,player,194,0,0,728.76,510.88,794.06,636.38,30
