track_id,label,frame,outside,occluded,xtl,ytl,xbr,ybr,jersey_number
0,player,15,0,0,787.67,876.51,873.20,1049.70,13
0,player,16,0,0,788.99,876.35,874.51,1049.53,13
0,player,17,0,0,790.30,876.18,875.83,1049.37,13
0,player,18,0,0,791.62,876.02,877.14,1049.21,13
0,player,19,0,0,792.94,875.86,878.46,1049.04,13
0,player,20,0,0,794.25,875.69,879.78,1048.88,13
0,player,21,0,0,795.57,875.53,881.09,1048.71,13
0,player,22,0,0,796.88,875.36,882.41,1048.55,13
0,player,23,0,0,798.20,875.20,883.72,1048.38,13
0,player,24,0,0,799.51,875.03,885.04,1048.22,13
0,player,25,0,0,800.83,874.87,886.35,1048.05,13
0,player,26,0,0,802.15,874.70,887.67,1047.89,13
0,player,27,0,0,803.46,874.54,888.99,1047.73,13
0,player,28,0,0,804.78,874.38,890.30,1047.56,13
0,player,29,0,0,806.09,874.21,891.62,1047.40,13
0,player,30,0,0,807.41,874.05,892.93,1047.23,13
0,player,31,0,0,808.73,873.88,894.25,1047.07,13
0,player,32,0,0,810.04,873.72,895.56,1046.90,13
0,player,33,0,0,811.36,873.55,896.88,1046.74,13
0,player,34,0,0,812.67,873.39,898.20,1046.57,13
0,player,35,0,0,813.99,873.22,899.51,1046.41,13
0,player,36,0,0,815.30,873.06,900.83,1046.25,13
0,player,37,0,0,816.62,872.90,902.14,1046.08,13
0,player,38,0,0,817.94,872.73,903.46,1045.92,13
0,player,39,0,0,819.25,872.57,904.77,1045.75,13
0,player,40,0,0,820.57,872.40,906.09,1045.59,13
0,player,41,0,0,821.88,872.24,907.41,1045.42,13
0,player,42,0,0,820.36,872.59,905.88,1045.77,13
0,player,43,0,0,818.84,872.94,904.36,1046.13,13
0,player,44,0,0,817.31,873.29,902.84,1046.48,13
0,player,45,0,0,815.79,873.64,901.31,1046.83,13
0,player,46,0,0,814.27,873.99,899.79,1047.18,13
0,player,47,0,0,812.74,874.35,898.27,1047.53,13
0,player,48,0,0,811.22,874.70,896.75,1047.88,13
0,player,49,0,0,809.70,875.05,895.22,1048.23,13
0,player,50,0,0,808.18,875.40,893.70,1048.59,13
0,player,51,0,0,806.65,875.75,892.18,1048.94,13
0,player,52,0,0,805.13,876.10,890.65,1049.29,13
0,player,53,0,0,803.61,876.45,889.13,1049.64,13
0,player,54,0,0,802.08,876.81,887.61,1049.99,13
0,player,55,0,0,800.56,877.16,886.08,1050.34,13
0,player,56,0,0,799.04,877.51,884.56,1050.69,13
0,player,57,0,0,797.51,877.86,883.04,1051.05,13
0,player,58,0,0,795.99,878.21,881.52,1051.40,13
0,player,59,0,0,794.47,878.56,879.99,1051.75,13
0,player,60,0,0,792.95,878.92,878.47,1052.10,13
0,player,61,0,0,791.42,879.27,876.95,1052.45,13
0,player,62,0,0,789.90,879.62,875.42,1052.80,13
0,player,63,0,0,788.38,879.97,873.90,1053.16,13
0,player,64,0,0,786.85,880.32,872.38,1053.51,13
0,player,65,0,0,785.33,880.67,870.85,1053.86,13
0,player,66,0,0,783.81,881.02,869.33,1054.21,13
0,player,67,0,0,782.28,881.38,867.81,1054.56,13
0,player,68,0,0,780.76,881.73,866.28,1054.91,13
0,player,69,0,0,779.24,882.08,864.76,1055.26,13
0,player,70,0,0,777.72,882.43,863.24,1055.62,13
0,player,71,0,0,776.19,882.78,861.72,1055.97,13
0,player,72,0,0,774.67,883.13,860.19,1056.32,13
0,player,73,0,0,773.15,883.48,858.67,1056.67,13
0,player,74,0,0,771.62,883.84,857.15,1057.02,13
0,player,75,0,0,770.10,884.19,855.62,1057.37,13
0,player,76,0,0,768.58,884.54,854.10,1057.72,13
0,player,77,0,0,767.05,884.89,852.58,1058.08,13
0,player,78,0,0,765.53,885.24,851.05,1058.43,13
0,player,79,0,0,764.01,885.59,849.53,1058.78,13
0,player,80,0,0,762.49,885.94,848.01,1059.13,13
0,player,81,0,0,760.96,886.30,846.49,1059.48,13
0,player,82,0,0,759.44,886.65,844.96,1059.83,13
0,player,83,0,0,757.92,887.00,843.44,1060.18,13
0,player,84,0,0,756.39,887.35,841.92,1060.54,13
0,player,85,0,0,754.87,887.70,840.39,1060.89,13
0,player,86,0,0,753.35,888.05,838.87,1061.24,13
0,player,87,0,0,751.82,888.40,837.35,1061.59,13
0,player,88,0,0,750.30,888.76,835.82,1061.94,13
0,player,89,0,0,748.78,889.11,834.30,1062.29,13
0,player,90,0,0,747.26,889.46,832.78,1062.64,13
0,player,91,0,0,745.73,889.81,831.26,1063.00,13
0,player,92,0,0,744.21,890.16,829.73,1063.35,13
0,player,93,0,0,742.69,890.51,828.21,1063.70,13
0,player,94,0,0,741.16,890.87,826.69,1064.05,13
0,player,95,0,0,739.64,891.22,825.16,1064.40,13
0,player,96,0,0,738.12,891.57,823.64,1064.75,13
0,player,97,0,0,736.59,891.92,822.12,1065.11,13
0,player,98,0,0,735.07,892.27,820.59,1065.46,13
0,player,99,0,0,733.55,892.62,819.07,1065.81,13
0,player,100,0,0,732.03,892.97,817.55,1066.16,13
0,player,101,0,0,730.50,893.33,816.03,1066.51,13
0,player,102,0,0,728.98,893.68,814.50,1066.86,13
0,player,103,0,0,727.46,894.03,812.98,1067.21,13
0,player,104,0,0,725.93,894.38,811.46,1067.57,13
0,player,105,0,0,724.41,894.73,809.93,1067.92,13
0,player,106,0,0,722.89,895.08,808.41,1068.27,13
0,player,107,0,0,721.36,895.43,806.89,1068.62,13
0,player,108,0,0,719.84,895.79,805.36,1068.97,13
0,player,109,0,0,718.32,896.14,803.84,1069.32,13
0,player,110,0,0,716.80,896.49,802.32,1069.67,13
0,player,111,0,0,715.27,896.84,800.80,1070.03,13
0,player,112,0,0,713.75,897.19,799.27,1070.38,13
0,player,113,0,0,712.23,897.54,797.75,1070.73,13
0,player,114,0,0,710.70,897.89,796.23,1071.08,13
0,player,115,0,0,712.84,897.52,798.36,1070.70,13
0,player,116,0,0,714.98,897.14,800.50,1070.33,13
0,player,117,0,0,717.12,896.76,802.64,1069.95,13
0,player,118,0,0,719.26,896.39,804.78,1069.57,13
0,player,119,0,0,721.39,896.01,806.92,1069.19,13
0,player,120,0,0,723.53,895.63,809.06,1068.82,13
0,player,121,0,0,725.67,895.25,811.19,1068.44,13
0,player,122,0,0,727.81,894.88,813.33,1068.06,13
0,player,123,0,0,729.95,894.50,815.47,1067.68,13
0,player,124,0,0,732.08,894.12,817.61,1067.31,13
0,player,125,0,0,734.22,893.74,819.75,1066.93,13
0,player,126,0,0,736.36,893.37,821.88,1066.55,13
0,player,127,0,0,738.50,892.99,824.02,1066.18,13
0,player,128,0,0,740.64,892.61,826.16,1065.80,13
0,player,129,0,0,742.77,892.24,828.30,1065.42,13
0,player,130,0,0,744.91,891.86,830.44,1065.04,13
0,player,131,0,0,747.05,891.48,832.57,1064.67,13
0,player,132,0,0,748.76,892.00,834.28,1065.19,13
0,player,133,0,0,750.46,892.53,835.98,1065.71,13
0,player,134,0,0,752.16,893.05,837.69,1066.23,13
0,player,135,0,0,753.87,893.57,839.39,1066.76,13
0,player,136,0,0,755.57,894.09,841.10,1067.28,13
0,player,137,0,0,757.28,894.62,842.80,1067.80,13
0,player,138,0,0,758.98,895.14,844.50,1068.33,13
0,player,139,0,0,760.69,895.66,846.21,1068.85,13
0,player,140,0,0,762.39,896.19,847.91,1069.37,13
0,player,141,0,0,764.09,896.71,849.62,1069.89,13
0,player,142,0,0,765.80,897.23,851.32,1070.42,13
0,player,143,0,0,767.50,897.76,853.03,1070.94,13
0,player,144,0,0,769.21,898.28,854.73,1071.46,13
0,player,145,0,0,770.91,898.80,856.44,1071.99,13
0,player,146,0,0,772.62,899.32,858.14,1072.51,13
0,player,147,0,0,774.32,899.85,859.84,1073.03,13
0,player,148,0,0,776.03,900.37,861.55,1073.56,13
0,player,149,0,0,777.73,900.89,863.25,1074.08,13
0,player,150,0,0,779.43,901.42,864.96,1074.60,13
0,player,151,0,0,781.14,901.94,866.66,1075.12,13
0,player,152,0,0,782.84,902.46,868.37,1075.65,13
0,player,153,0,0,784.55,902.98,870.07,1076.17,13
0,player,154,0,0,786.25,903.51,871.77,1076.69,13
0,player,155,0,0,787.96,904.03,873.48,1077.22,13
0,player,156,0,0,789.66,904.55,875.18,1077.74,13
0,player,157,0,0,792.42,904.63,877.94,1077.80,13
0,player,158,0,0,795.18,904.70,880.70,1077.87,13
0,player,159,0,0,797.94,904.78,883.46,1077.94,13
0,player,160,0,0,800.70,904.85,886.22,1078.00,13
0,player,161,0,0,803.45,904.93,888.98,1078.07,13
0,player,162,0,0,806.21,905.00,891.74,1078.14,13
0,player,163,0,0,808.97,905.07,894.50,1078.20,13
0,player,164,0,0,811.73,905.15,897.25,1078.27,13
0,player,165,0,0,814.49,905.22,900.01,1078.34,13
0,player,166,0,0,817.25,905.30,902.77,1078.40,13
0,player,167,0,0,820.01,905.37,905.53,1078.47,13
0,player,168,0,0,822.77,905.45,908.29,1078.54,13
0,player,169,0,0,825.53,905.52,911.05,1078.60,13
0,player,170,0,0,828.28,905.60,913.81,1078.67,13
0,player,171,0,0,831.04,905.67,916.57,1078.74,13
0,player,172,0,0,833.80,905.75,919.33,1078.80,13
0,player,173,0,0,836.56,905.82,922.08,1078.87,13
0,player,174,0,0,839.32,905.89,924.84,1078.94,13
0,player,175,0,0,842.08,905.97,927.60,1079.00,13
0,player,176,0,0,844.84,906.04,930.36,1079.07,13
0,player,177,0,0,847.60,906.12,933.12,1079.14,13
0,player,178,0,0,850.36,906.19,935.88,1079.20,13
0,player,179,0,0,853.11,906.27,938.64,1079.27,13
0,player,180,0,0,855.87,906.34,941.40,1079.33,13
0,player,181,0,0,858.63,906.42,944.16,1079.40,13
0,player,182,0,0,861.39,906.49,946.92,1079.47,13
0,player,183,0,0,864.15,906.57,949.67,1079.53,13
0,player,184,0,0,866.91,906.64,952.43,1079.60,13
0,player,185,0,0,869.67,906.72,955.19,1079.67,13
0,player,186,0,0,872.43,906.79,957.95,1079.73,13
0,player,187,0,0,875.19,906.86,960.71,1079.80,13
0,player,188,0,0,877.95,906.94,963.47,1079.87,13
0,player,189,0,0,880.70,907.01,966.23,1079.93,13
0,player,190,0,0,883.46,907.09,968.99,1080.00,13
0,player,191,0,0,887.27,906.73,972.79,1079.64,13
0,player,192,0,0,891.07,906.36,976.59,1079.28,13
0,player,193,0,0,894.87,906.00,980.39,1078.91,13
0,player,194,0,0,898.67,905.64,984.20,1078.55,13
0,player,195,0,0,902.48,905.28,988.00,1078.19,13
0,player,196,0,0,906.28,904.91,991.80,1077.83,13
0,player,197,0,0,910.08,904.55,995.61,1077.46,13
0,player,198,0,0,913.89,904.19,999.41,1077.10,13
0,player,199,0,0,917.69,903.83,1003.21,1076.74,13
0,player,200,0,0,921.49,903.47,1007.02,1076.38,13
0,player,201,0,0,925.29,903.10,1010.82,1076.02,13
0,player,202,0,0,929.10,902.74,1014.62,1075.65,13
