track_id,label,frame,outside,occluded,xtl,ytl,xbr,ybr,jersey_number
0,player,52,0,0,1124.59,828.68,1205.83,974.07,11
0,player,53,0,0,1126.44,830.35,1207.68,975.74,11
0,player,54,0,0,1128.29,832.03,1209.53,977.42,11
0,player,55,0,0,1130.14,833.70,1211.38,979.09,11
0,player,56,0,0,1131.98,835.38,1213.23,980.77,11
0,player,57,0,0,1133.83,837.06,1215.08,982.45,11
0,player,58,0,0,1135.68,838.73,1216.93,984.12,11
0,player,59,0,0,1137.53,840.41,1218.78,985.80,11
0,player,60,0,0,1139.38,842.08,1220.63,987.47,11
0,player,61,0,0,1141.23,843.76,1222.48,989.15,11
0,player,62,0,0,1143.08,845.43,1224.33,990.83,11
0,player,63,0,0,1144.93,847.11,1226.18,992.50,11
0,player,64,0,0,1146.78,848.79,1228.02,994.18,11
0,player,65,0,0,1148.63,850.46,1229.87,995.85,11
0,player,66,0,0,1150.48,852.14,1231.72,997.53,11
0,player,67,0,0,1152.33,853.81,1233.57,999.20,11
0,player,68,0,0,1154.17,855.49,1235.42,1000.88,11
0,player,69,0,0,1156.02,857.17,1237.27,1002.56,11
0,player,70,0,0,1157.87,858.84,1239.12,1004.23,11
0,player,71,0,0,1159.72,860.52,1240.97,1005.91,11
0,player,72,0,0,1161.57,862.19,1242.82,1007.58,11
0,player,73,0,0,1163.42,863.87,1244.67,1009.26,11
0,player,74,0,0,1165.27,865.54,1246.52,1010.94,11
0,player,75,0,0,1167.12,867.22,1248.37,1012.61,11
0,player,76,0,0,1168.97,868.90,1250.21,1014.29,11
0,player,77,0,0,1170.82,870.57,1252.06,1015.96,11
0,player,78,0,0,1172.67,872.25,1253.91,1017.64,11
0,player,79,0,0,1174.52,873.92,1255.76,1019.31,11
0,player,80,0,0,1176.36,875.60,1257.61,1020.99,11
0,player,81,0,0,1178.21,877.28,1259.46,1022.67,11
0,player,82,0,0,1180.06,878.95,1261.31,1024.34,11
0,player,83,0,0,1181.91,880.63,1263.16,1026.02,11
0,player,84,0,0,1183.76,882.30,1265.01,1027.69,11
0,player,85,0,0,1185.61,883.98,1266.86,1029.37,11
0,player,86,0,0,1187.46,885.65,1268.71,1031.04,11
0,player,87,0,0,1189.31,887.33,1270.56,1032.72,11
0,player,88,0,0,1191.16,889.01,1272.40,1034.40,11
0,player,89,0,0,1193.01,890.68,1274.25,1036.07,11
0,player,90,0,0,1192.09,889.15,1273.34,1034.55,11
