1,833,458.65,641.85,46.14,111.58,0.9755,-1,-1,-1
1,834,982.37,539.3,47.06,89.7,0.9741,-1,-1,-1
1,835,1812.12,468.59,55.29,91.2,0.9728,-1,-1,-1
1,836,409.64,443.77,45.4,91.71,0.9694,-1,-1,-1
1,837,1021.41,691.22,41.5,110.83,0.969,-1,-1,-1
1,838,924.58,143.17,40.2,53.43,0.966,-1,-1,-1
1,839,540.99,136.35,35.7,67.76,0.9629,-1,-1,-1
1,840,1758.71,314.63,38.13,76.45,0.9607,-1,-1,-1
1,841,847.42,361.66,23.55,75.56,0.9586,-1,-1,-1
1,842,1271.11,131.06,27.75,45.85,0.9521,-1,-1,-1
1,843,790.18,417.78,26.42,85.93,0.9518,-1,-1,-1
1,844,1678.94,148.38,28.29,61.27,0.9498,-1,-1,-1
1,845,558.84,613.13,46.44,86.65,0.9465,-1,-1,-1
1,846,1371.45,103.93,25.96,51.29,0.9436,-1,-1,-1
1,847,1375.68,479.4,28.46,75.46,0.9402,-1,-1,-1
1,848,1295.38,63.76,14.5,44.6,0.9191,-1,-1,-1
1,849,1356.11,447.41,34.52,85.54,0.8835,-1,-1,-1
1,850,624.28,1026.55,52.51,52.5,0.7852,-1,-1,-1
2,834,980.3,538.43,42.88,90.65,0.9763,-1,-1,-1
2,833,455.96,642.62,46.68,111.18,0.9753,-1,-1,-1
2,835,1817.82,467.92,51.69,92.07,0.974,-1,-1,-1
2,837,1019.71,690.87,41.24,110.08,0.9735,-1,-1,-1
2,836,410.78,444.81,43.25,91.03,0.9651,-1,-1,-1
2,845,549.4,612.65,50.49,88.14,0.964,-1,-1,-1
2,839,539.12,137.53,36.6,67.16,0.9636,-1,-1,-1
2,838,921.65,144.5,36.68,52.25,0.9598,-1,-1,-1
2,840,1759.56,312.75,33.02,78.43,0.9573,-1,-1,-1
2,841,846.99,361.88,22.59,76.4,0.9562,-1,-1,-1
2,842,1266.39,130.46,32.22,46.61,0.9514,-1,-1,-1
2,844,1681.45,148.48,25.8,62.13,0.9499,-1,-1,-1
2,846,1371.82,104.05,25.26,52.3,0.9474,-1,-1,-1
2,843,791.21,418.51,25.33,84.09,0.9439,-1,-1,-1
2,849,1355.16,445.36,36.27,87.91,0.9413,-1,-1,-1
2,847,1373.43,474.45,30.97,80.37,0.937,-1,-1,-1
2,848,1296.25,64.0,13.9,45.93,0.9187,-1,-1,-1
2,850,622.55,1027.91,52.97,50.74,0.7779,-1,-1,-1
3,833,453.08,643.59,47.96,111.65,0.9807,-1,-1,-1
3,834,977.71,539.03,39.39,90.83,0.9742,-1,-1,-1
3,837,1018.4,691.64,41.51,110.59,0.9736,-1,-1,-1
3,845,546.59,612.31,48.57,90.35,0.9702,-1,-1,-1
3,835,1825.65,468.13,46.74,92.55,0.9666,-1,-1,-1
3,839,536.9,139.21,38.0,65.34,0.9645,-1,-1,-1
3,840,1758.88,311.52,32.13,80.46,0.9574,-1,-1,-1
3,842,1262.14,129.89,35.25,48.17,0.9563,-1,-1,-1
3,838,918.21,146.11,32.79,51.79,0.952,-1,-1,-1
3,841,846.38,361.72,23.0,77.71,0.9501,-1,-1,-1
3,844,1683.07,149.13,24.25,61.79,0.9492,-1,-1,-1
3,846,1373.97,104.35,23.33,53.31,0.9471,-1,-1,-1
3,843,794.48,419.0,21.32,82.68,0.9454,-1,-1,-1
3,849,1354.83,447.48,41.25,86.7,0.9408,-1,-1,-1
3,847,1375.36,479.28,29.12,74.68,0.9353,-1,-1,-1
3,836,411.41,445.87,41.18,91.08,0.9337,-1,-1,-1
3,848,1295.51,65.07,15.35,45.18,0.9336,-1,-1,-1
3,850,619.87,1029.28,54.29,49.25,0.732,-1,-1,-1
4,833,449.4,645.08,49.37,110.36,0.9814,-1,-1,-1
4,837,1017.32,693.05,41.01,111.12,0.9717,-1,-1,-1
4,834,974.68,538.35,35.8,93.49,0.9711,-1,-1,-1
4,835,1832.81,467.68,42.35,95.17,0.9698,-1,-1,-1
4,839,534.65,141.54,39.82,62.98,0.9689,-1,-1,-1
4,845,546.13,610.65,48.09,94.13,0.9683,-1,-1,-1
4,836,411.52,447.34,38.86,91.93,0.967,-1,-1,-1
4,840,1759.19,311.65,30.37,80.03,0.9611,-1,-1,-1
4,842,1258.89,130.54,37.42,48.49,0.9584,-1,-1,-1
4,841,844.07,362.79,24.32,78.3,0.9495,-1,-1,-1
4,843,794.59,419.82,21.36,83.05,0.9471,-1,-1,-1
4,846,1376.17,105.0,21.29,53.06,0.9463,-1,-1,-1
4,847,1374.44,479.65,30.11,72.55,0.9452,-1,-1,-1
4,844,1683.6,150.22,23.53,62.07,0.9444,-1,-1,-1
4,849,1354.31,446.61,42.62,88.02,0.9443,-1,-1,-1
